time,element,bbox_px,color_hex,text,click,navigation
"99.70s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"99.70s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"99.70s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"99.80s","Header","(0,0,360,101)","#860003","","No",""
"99.80s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"99.80s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"99.80s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"99.80s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"99.80s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"99.90s","Header","(0,0,360,103)","#860003","","No",""
"99.90s","WhiteCard","(10,104,340,76)","#F5D1DE","","No",""
"99.90s","WhiteCard","(10,224,340,72)","#FFFDFF","","No",""
"99.90s","WhiteCard","(10,320,340,128)","#FFFDFF","","No",""
"99.90s","WhiteCard","(10,456,340,312)","#BBB8BB","","No",""
"99.90s","PrimaryButton","(10,194,340,30)","#BC0005","","No",""
"100.00s","Header","(0,0,360,103)","#860003","","No",""
"100.00s","WhiteCard","(10,104,340,84)","#FDFFFB","","No",""
"100.00s","WhiteCard","(10,236,340,88)","#FFFDFF","","No",""
"100.00s","WhiteCard","(10,332,340,128)","#F6F3F6","","No",""
"100.00s","WhiteCard","(10,468,340,309)","#868386","","No",""
"100.00s","PrimaryButton","(10,194,340,40)","#B40010","","No",""
"100.10s","Header","(0,0,360,103)","#860003","","No",""
"100.10s","WhiteCard","(10,104,340,88)","#FFFBFD","","No",""
"100.10s","WhiteCard","(10,240,340,68)","#FFFDFF","","No",""
"100.10s","WhiteCard","(10,316,340,144)","#FAF7FA","","No",""
"100.10s","WhiteCard","(10,468,340,309)","#666366","","No",""
"100.10s","PrimaryButton","(10,194,340,43)","#FF697C","","No",""
"100.20s","Header","(0,0,360,103)","#860003","","No",""
"100.20s","WhiteCard","(10,104,340,88)","#FDFFFD","","No",""
"100.20s","WhiteCard","(10,240,340,88)","#FFFDFF","","No",""
"100.20s","WhiteCard","(10,332,340,132)","#FFFDFF","","No",""
"100.20s","WhiteCard","(10,468,340,309)","#B0ADB0","","No",""
"100.20s","PrimaryButton","(10,194,340,44)","#FF687B","","No",""
"100.30s","Header","(0,0,360,103)","#860003","","No",""
"100.30s","WhiteCard","(10,104,340,76)","#C491A3","","No",""
"100.30s","WhiteCard","(10,224,340,76)","#FFFDFF","","No",""
"100.30s","WhiteCard","(10,320,340,128)","#FFFDFF","","No",""
"100.30s","WhiteCard","(10,456,340,321)","#B5B2B5","","No",""
"100.30s","PrimaryButton","(10,194,340,30)","#B00005","","No",""
"100.40s","Header","(0,0,360,103)","#860003","","No",""
"100.40s","WhiteCard","(10,104,340,60)","#FFE9F7","","No",""
"100.40s","WhiteCard","(10,212,340,220)","#FFFCFF","","No",""
"100.40s","WhiteCard","(10,440,340,337)","#FFFDFF","","No",""
"100.40s","PrimaryButton","(10,194,340,14)","#B70004","","No",""
"100.50s","Header","(0,0,360,103)","#860003","","No",""
"100.50s","WhiteCard","(10,104,340,60)","#FFCFDF","","No",""
"100.50s","WhiteCard","(10,212,340,220)","#FEFBFE","","No",""
"100.50s","WhiteCard","(10,440,340,337)","#FFFDFF","","No",""
"100.50s","PrimaryButton","(10,194,340,16)","#B70004","","No",""
"100.60s","Header","(0,0,360,103)","#860003","","No",""
"100.60s","WhiteCard","(10,104,340,60)","#FFCEDE","","No",""
"100.60s","WhiteCard","(10,212,340,88)","#FFFDFF","","No",""
"100.60s","WhiteCard","(10,304,340,128)","#FFFDFF","","No",""
"100.60s","WhiteCard","(10,440,340,337)","#FFFDFF","","No",""
"100.60s","PrimaryButton","(10,194,340,16)","#B70004","","No",""
"100.70s","Header","(0,0,360,103)","#860003","","No",""
"100.70s","WhiteCard","(10,104,340,60)","#FFCEDC","","No",""
"100.70s","WhiteCard","(10,212,340,220)","#FEFBFE","","No",""
"100.70s","WhiteCard","(10,440,340,337)","#FFFDFF","","No",""
"100.70s","PrimaryButton","(10,194,340,16)","#B70004","","No",""
"100.80s","Header","(0,0,360,103)","#860003","","No",""
"100.80s","WhiteCard","(10,104,340,60)","#FFCEDC","","No",""
"100.80s","WhiteCard","(10,212,340,220)","#FEFBFE","","No",""
"100.80s","WhiteCard","(10,440,340,337)","#FFFDFF","","No",""
"100.80s","PrimaryButton","(10,194,340,16)","#B70004","","No",""
"100.90s","Header","(0,0,360,63)","#860003","","No",""
"100.90s","WhiteCard","(10,104,340,60)","#FFCEDC","","No",""
"100.90s","WhiteCard","(10,212,340,220)","#FEFBFE","","No",""
"100.90s","WhiteCard","(10,440,340,337)","#FFFDFF","","No",""
"100.90s","PrimaryButton","(10,194,340,16)","#B70004","","No",""
"101.00s","Header","(0,0,360,63)","#860003","","No",""
"101.00s","WhiteCard","(10,104,340,60)","#FFDCEA","","No",""
"101.00s","WhiteCard","(10,212,340,220)","#FEFBFE","","No",""
"101.00s","WhiteCard","(10,440,340,337)","#FFFDFF","","No",""
"101.00s","PrimaryButton","(10,194,340,16)","#B70004","","No",""
"101.10s","Header","(0,0,360,63)","#860003","","No",""
"101.10s","WhiteCard","(10,104,340,60)","#FFDFEE","","No",""
"101.10s","WhiteCard","(10,212,340,68)","#FFFDFF","","No",""
"101.10s","WhiteCard","(10,288,340,144)","#FAF7FA","","No",""
"101.10s","WhiteCard","(10,440,340,337)","#FFFDFF","","No",""
"101.10s","PrimaryButton","(10,194,340,14)","#B60003","","No",""
"101.20s","Header","(0,0,360,63)","#860003","","No",""
"101.20s","WhiteCard","(10,104,340,56)","#FFEDFB","","No",""
"101.20s","WhiteCard","(10,208,340,88)","#FFFDFF","","No",""
"101.20s","WhiteCard","(10,304,340,128)","#FCF9FC","","No",""
"101.20s","WhiteCard","(10,440,340,337)","#FFFDFF","","No",""
"101.20s","PrimaryButton","(10,194,340,12)","#AF000C","","No",""
"101.30s","Header","(0,0,360,63)","#860003","","No",""
"101.30s","WhiteCard","(10,104,340,56)","#8F616F","","No",""
"101.30s","WhiteCard","(10,204,340,72)","#FFFDFF","","No",""
"101.30s","WhiteCard","(10,284,340,144)","#FFFDFF","","No",""
"101.30s","WhiteCard","(10,436,340,341)","#EBE8EB","","No",""
"101.30s","PrimaryButton","(10,194,340,10)","#BC0000","","No",""
"101.40s","Header","(0,0,360,63)","#860003","","No",""
"101.40s","WhiteCard","(10,104,340,56)","#74515B","","No",""
"101.40s","WhiteCard","(10,204,340,72)","#FFFDFF","","No",""
"101.40s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"101.40s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"101.40s","PrimaryButton","(10,194,340,9)","#BE000E","","No",""
"101.50s","Header","(0,0,360,63)","#860003","","No",""
"101.50s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"101.50s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"101.50s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"101.50s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"101.50s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"101.60s","Header","(0,0,360,63)","#860003","","No",""
"101.60s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"101.60s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"101.60s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"101.60s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"101.60s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"101.70s","Header","(0,0,360,101)","#860003","","No",""
"101.70s","WhiteCard","(10,104,340,56)","#785660","","No",""
"101.70s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"101.70s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"101.70s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"101.70s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"101.80s","Header","(0,0,360,101)","#860003","","No",""
"101.80s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"101.80s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"101.80s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"101.80s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"101.80s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"101.90s","Header","(0,0,360,101)","#860003","","No",""
"101.90s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"101.90s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"101.90s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"101.90s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"101.90s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"102.00s","Header","(0,0,360,101)","#860003","","No",""
"102.00s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"102.00s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"102.00s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"102.00s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"102.00s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"102.10s","Header","(0,0,360,101)","#860003","","No",""
"102.10s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"102.10s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"102.10s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"102.10s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"102.10s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"102.20s","Header","(0,0,360,101)","#860003","","No",""
"102.20s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"102.20s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"102.20s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"102.20s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"102.20s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"102.30s","Header","(0,0,360,101)","#860003","","No",""
"102.30s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"102.30s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"102.30s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"102.30s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"102.30s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"102.40s","Header","(0,0,360,101)","#860003","","No",""
"102.40s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"102.40s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"102.40s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"102.40s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"102.40s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"102.50s","Header","(0,0,360,101)","#860003","","No",""
"102.50s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"102.50s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"102.50s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"102.50s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"102.50s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"102.60s","Header","(0,0,360,101)","#860003","","No",""
"102.60s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"102.60s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"102.60s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"102.60s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"102.60s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"102.70s","Header","(0,0,360,101)","#860003","","No",""
"102.70s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"102.70s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"102.70s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"102.70s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"102.70s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"102.80s","Header","(0,0,360,101)","#860003","","No",""
"102.80s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"102.80s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"102.80s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"102.80s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"102.80s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"102.90s","Header","(0,0,360,101)","#860003","","No",""
"102.90s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"102.90s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"102.90s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"102.90s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"102.90s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"103.00s","Header","(0,0,360,101)","#860003","","No",""
"103.00s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"103.00s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"103.00s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"103.00s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"103.00s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"103.10s","Header","(0,0,360,101)","#860003","","No",""
"103.10s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"103.10s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"103.10s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"103.10s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"103.10s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"103.20s","Header","(0,0,360,101)","#860003","","No",""
"103.20s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"103.20s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"103.20s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"103.20s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"103.20s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"103.60s","Header","(0,0,360,63)","#860003","","No",""
"103.60s","WhiteCard","(10,104,340,56)","#705B60","","No",""
"103.60s","PrimaryButton","(10,459,340,69)","#B7737E","","No",""
"103.70s","Header","(0,0,360,101)","#860003","","No",""
"103.70s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"103.70s","WhiteCard","(10,204,340,72)","#FFFDFF","","No",""
"103.70s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"103.70s","WhiteCard","(10,436,340,48)","#FFFDFF","","No",""
"103.70s","WhiteCard","(10,508,340,28)","#FFFDFF","","No",""
"103.70s","WhiteCard","(10,592,340,28)","#FFFDFF","","No",""
"103.70s","WhiteCard","(10,632,340,145)","#FFFDFF","","No",""
"103.70s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"103.80s","Header","(0,0,360,101)","#860003","","No",""
"103.80s","WhiteCard","(10,104,340,56)","#76545E","","No",""
"103.80s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"103.80s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"103.80s","WhiteCard","(10,436,340,132)","#FFFDFF","","No",""
"103.80s","WhiteCard","(10,580,340,197)","#FFFDFF","","No",""
"103.80s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"103.90s","Header","(0,0,360,101)","#860003","","No",""
"103.90s","WhiteCard","(10,104,340,56)","#705B60","","No",""
"103.90s","WhiteCard","(10,204,340,72)","#FFFDFF","","No",""
"103.90s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"103.90s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"103.90s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"104.00s","Header","(0,0,360,101)","#860003","","No",""
"104.00s","WhiteCard","(10,104,340,56)","#785660","","No",""
"104.00s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"104.00s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"104.00s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"104.00s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"104.10s","Header","(0,0,360,101)","#860003","","No",""
"104.10s","WhiteCard","(10,104,340,56)","#785660","","No",""
"104.10s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"104.10s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"104.10s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"104.10s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"104.20s","Header","(0,0,360,101)","#860003","","No",""
"104.20s","WhiteCard","(10,104,340,56)","#785660","","No",""
"104.20s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"104.20s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"104.20s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"104.20s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"104.30s","Header","(0,0,360,101)","#860003","","No",""
"104.30s","WhiteCard","(10,104,340,56)","#785660","","No",""
"104.30s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"104.30s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"104.30s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"104.30s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"104.40s","Header","(0,0,360,101)","#860003","","No",""
"104.40s","WhiteCard","(10,104,340,56)","#785660","","No",""
"104.40s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"104.40s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"104.40s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"104.40s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"104.50s","Header","(0,0,360,101)","#860003","","No",""
"104.50s","WhiteCard","(10,104,340,56)","#705B60","","No",""
"104.50s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"104.50s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"104.50s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"104.50s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"104.60s","Header","(0,0,360,101)","#860003","","No",""
"104.60s","WhiteCard","(10,104,340,56)","#705B60","","No",""
"104.60s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"104.60s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"104.60s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"104.60s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"104.70s","Header","(0,0,360,101)","#860003","","No",""
"104.70s","WhiteCard","(10,104,340,56)","#705B60","","No",""
"104.70s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"104.70s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"104.70s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"104.70s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"104.80s","Header","(0,0,360,101)","#860003","","No",""
"104.80s","WhiteCard","(10,104,340,56)","#705B60","","No",""
"104.80s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"104.80s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"104.80s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"104.80s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"104.90s","Header","(0,0,360,101)","#860003","","No",""
"104.90s","WhiteCard","(10,104,340,56)","#705B60","","No",""
"104.90s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"104.90s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"104.90s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"104.90s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"105.00s","Header","(0,0,360,101)","#860003","","No",""
"105.00s","WhiteCard","(10,104,340,56)","#705B60","","No",""
"105.00s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"105.00s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"105.00s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"105.00s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"105.10s","Header","(0,0,360,101)","#860003","","No",""
"105.10s","WhiteCard","(10,104,340,56)","#705B60","","No",""
"105.10s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"105.10s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"105.10s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"105.10s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"105.20s","Header","(0,0,360,101)","#860003","","No",""
"105.20s","WhiteCard","(10,104,340,56)","#705B60","","No",""
"105.20s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"105.20s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"105.20s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"105.20s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"105.30s","Header","(0,0,360,101)","#860003","","No",""
"105.30s","WhiteCard","(10,104,340,56)","#705B60","","No",""
"105.30s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"105.30s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"105.30s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"105.30s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"105.40s","Header","(0,0,360,101)","#860003","","No",""
"105.40s","WhiteCard","(10,104,340,56)","#705B60","","No",""
"105.40s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"105.40s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"105.40s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"105.40s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"105.50s","Header","(0,0,360,101)","#860003","","No",""
"105.50s","WhiteCard","(10,104,340,56)","#705B60","","No",""
"105.50s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"105.50s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"105.50s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"105.50s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"105.60s","Header","(0,0,360,101)","#860003","","No",""
"105.60s","WhiteCard","(10,104,340,56)","#705B60","","No",""
"105.60s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"105.60s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"105.60s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"105.60s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"105.70s","Header","(0,0,360,101)","#860003","","No",""
"105.70s","WhiteCard","(10,104,340,56)","#705B60","","No",""
"105.70s","WhiteCard","(10,204,340,88)","#FFFDFF","","No",""
"105.70s","WhiteCard","(10,300,340,128)","#FFFDFF","","No",""
"105.70s","WhiteCard","(10,436,340,341)","#FFFDFF","","No",""
"105.70s","PrimaryButton","(10,194,340,9)","#BA000E","","No",""
"105.80s","Header","(0,0,360,101)","#8A0002","","No",""
"105.80s","WhiteCard","(10,104,340,32)","#FFFDFF","","No",""
"105.80s","WhiteCard","(10,184,340,88)","#FFFDFF","","No",""
"105.80s","WhiteCard","(10,280,340,128)","#FAF7FA","","No",""
"105.80s","WhiteCard","(10,416,340,352)","#FFFDFF","","No",""
"105.90s","Header","(0,0,360,149)","#C37277","","No",""
"105.90s","WhiteCard","(10,152,340,68)","#FFFDFF","","No",""
"105.90s","WhiteCard","(10,228,340,144)","#FFFDFF","","No",""
"105.90s","WhiteCard","(10,380,340,360)","#FFFDFF","","No",""
"105.90s","WhiteCard","(10,744,340,33)","#F9F6F9","","No",""
"106.00s","Header","(0,0,360,130)","#7C000B","","No",""
"106.00s","WhiteCard","(10,132,340,72)","#FFFDFF","","No",""
"106.00s","WhiteCard","(10,228,340,128)","#FFFDFF","","No",""
"106.00s","WhiteCard","(10,364,340,413)","#FFFDFF","","No",""
"106.10s","Header","(0,0,360,116)","#8A0002","","No",""
"106.10s","WhiteCard","(10,120,340,68)","#FFFDFF","","No",""
"106.10s","WhiteCard","(10,212,340,128)","#DFDCDF","","No",""
"106.10s","WhiteCard","(10,348,340,360)","#FFFDFF","","No",""
"106.10s","WhiteCard","(10,712,340,65)","#F3F2F4","","No",""
"106.20s","Header","(0,0,360,120)","#8A0002","","No",""
"106.20s","WhiteCard","(10,124,340,68)","#FFFDFF","","No",""
"106.20s","WhiteCard","(10,200,340,144)","#F6F3F6","","No",""
"106.20s","WhiteCard","(10,352,340,360)","#FFFCFF","","No",""
"106.20s","WhiteCard","(10,716,340,61)","#F3F2F4","","No",""
"106.30s","Header","(0,0,360,125)","#8A0002","","No",""
"106.30s","WhiteCard","(10,128,340,220)","#FFFDFF","","No",""
"106.30s","WhiteCard","(10,356,340,360)","#FFFDFF","","No",""
"106.30s","WhiteCard","(10,720,340,57)","#F5F2F5","","No",""
"106.40s","Header","(0,0,360,127)","#8A0002","","No",""
"106.40s","WhiteCard","(10,128,340,72)","#FFFDFF","","No",""
"106.40s","WhiteCard","(10,224,340,128)","#FFFDFF","","No",""
"106.40s","WhiteCard","(10,360,340,352)","#FFFDFF","","No",""
"106.40s","WhiteCard","(10,716,340,61)","#FEFBFE","","No",""
"106.50s","Header","(0,0,360,127)","#8A0002","","No",""
"106.50s","WhiteCard","(10,128,340,72)","#FFFDFF","","No",""
"106.50s","WhiteCard","(10,208,340,144)","#FFFCFF","","No",""
"106.50s","WhiteCard","(10,360,340,352)","#FEFBFE","","No",""
"106.50s","WhiteCard","(10,716,340,61)","#FEFBFE","","No",""
"106.60s","Header","(0,0,360,105)","#8A0002","","No",""
"106.60s","WhiteCard","(10,108,340,68)","#FFFDFF","","No",""
"106.60s","WhiteCard","(10,180,340,148)","#FFFDFF","","No",""
"106.60s","WhiteCard","(10,336,340,360)","#FFFCFF","","No",""
"106.60s","WhiteCard","(10,700,340,77)","#F3F2F4","","No",""
"106.70s","Header","(0,0,360,103)","#8A0002","","No",""
"106.70s","WhiteCard","(10,104,340,56)","#FFFDFF","","No",""
"106.70s","WhiteCard","(10,184,340,128)","#FFFDFF","","No",""
"106.70s","WhiteCard","(10,320,340,352)","#FEFBFE","","No",""
"106.70s","WhiteCard","(10,676,340,101)","#F3F2F4","","No",""
"106.80s","Header","(0,0,360,106)","#8A0002","","No",""
"106.80s","WhiteCard","(10,108,340,72)","#FFFDFF","","No",""
"106.80s","WhiteCard","(10,204,340,128)","#FFFDFF","","No",""
"106.80s","WhiteCard","(10,340,340,437)","#FFFDFF","","No",""
"106.90s","Header","(0,0,360,119)","#8A0002","","No",""
"106.90s","WhiteCard","(10,120,340,72)","#FFFDFF","","No",""
"106.90s","WhiteCard","(10,212,340,132)","#FFFDFF","","No",""
"106.90s","WhiteCard","(10,352,340,112)","#FFFCFF","","No",""
"106.90s","WhiteCard","(10,468,340,236)","#FFFDFF","","No",""
"106.90s","WhiteCard","(10,708,340,69)","#F0EFF1","","No",""
"107.00s","Header","(0,0,360,125)","#8A0002","","No",""
"107.00s","WhiteCard","(10,128,340,68)","#FFFDFF","","No",""
"107.00s","WhiteCard","(10,204,340,144)","#FFFDFF","","No",""
"107.00s","WhiteCard","(10,356,340,421)","#FFFDFF","","No",""
"107.10s","Header","(0,0,360,127)","#8A0002","","No",""
"107.10s","WhiteCard","(10,128,340,72)","#FFFDFF","","No",""
"107.10s","WhiteCard","(10,224,340,128)","#FFFDFF","","No",""
"107.10s","WhiteCard","(10,360,340,417)","#FFFDFF","","No",""
"107.20s","Header","(0,0,360,127)","#8A0002","","No",""
"107.20s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"107.20s","WhiteCard","(10,208,340,144)","#FFFDFF","","No",""
